CASE_ID,CHILD_DRIV,AGE,INCOME,HOUSE,VEHICLE,MARRIED,GENDER,DISTANCE,CAR_USE,MVR_PTS,CLAIM_IND,AREA
887,0,63,17349,55538,4222,1,1,67,Private,2,0,Highly Urban/ Urban
888,0,44,93071,279243,19609,1,1,71,Private,2,0,Highly Urban/ Urban
889,0,38,33926,104092,6923,0,1,104,Commercial,2,0,Highly Rural/ Rural
890,0,58,32517,101370,7355,1,1,69,Private,0,0,Highly Urban/ Urban
891,0,44,105381,316184,21137,0,1,78,Commercial,2,0,Highly Urban/ Urban
892,0,50,111833,337301,23177,0,1,95,Commercial,0,1,Highly Urban/ Urban
893,0,52,960,8812,501,1,1,95,Commercial,2,0,Highly Urban/ Urban
894,0,71,106527,322714,21388,0,1,129,Private,9,0,Highly Urban/ Urban
895,2,52,92960,281673,19454,1,1,95,Private,2,1,Highly Urban/ Urban
896,0,41,82642,253470,17473,1,1,81,Private,6,0,Highly Urban/ Urban
897,0,52,42837,132670,9083,0,0,61,Private,2,0,Highly Urban/ Urban
898,0,58,75382,231618,15486,1,0,50,Commercial,0,0,Highly Urban/ Urban
899,0,56,76525,230244,15956,1,0,77,Private,1,1,Highly Urban/ Urban
900,0,53,47254,150317,10272,0,1,75,Commercial,2,0,Highly Urban/ Urban
901,0,50,38962,122321,8762,0,0,75,Private,6,0,Highly Urban/ Urban
902,1,40,119931,368946,24683,0,1,89,Commercial,2,1,Highly Urban/ Urban
903,0,52,62398,192502,13344,1,1,70,Private,2,0,Highly Urban/ Urban
904,0,59,960,5309,535,0,1,98,Private,0,0,Highly Rural/ Rural
905,0,42,46197,143738,9927,0,0,88,Private,0,0,Highly Urban/ Urban
906,1,60,86779,268628,17618,1,1,90,Commercial,1,1,Highly Urban/ Urban
907,0,22,5927,24013,1699,1,0,59,Commercial,14,1,Highly Urban/ Urban
908,0,48,25009,80283,5724,1,0,55,Private,0,0,Highly Urban/ Urban
909,0,51,7984,26147,2148,1,0,76,Commercial,4,0,Highly Rural/ Rural
910,0,52,960,10140,509,0,1,87,Commercial,4,1,Highly Urban/ Urban
911,0,53,80794,248811,16292,1,0,89,Commercial,10,0,Highly Urban/ Urban
912,0,67,68619,215295,14686,1,1,80,Commercial,7,0,Highly Urban/ Urban
913,0,42,115526,354879,23759,1,1,83,Commercial,1,0,Highly Rural/ Rural
914,0,58,47269,142847,10150,1,0,73,Private,1,0,Highly Rural/ Rural
915,0,51,46853,149531,10361,0,1,99,Commercial,0,1,Highly Urban/ Urban
916,0,52,960,10102,949,1,0,84,Private,10,0,Highly Urban/ Urban
917,0,50,75275,230034,15369,0,1,105,Commercial,2,0,Highly Urban/ Urban
918,0,40,43643,138094,9402,1,0,74,Commercial,11,1,Highly Urban/ Urban
919,0,24,86773,269330,17406,0,1,72,Private,7,0,Highly Urban/ Urban
920,0,64,55790,173297,11463,0,0,81,Commercial,11,1,Highly Urban/ Urban
921,0,76,130486,399490,26782,0,1,107,Commercial,2,1,Highly Urban/ Urban
922,0,37,39906,128106,8163,1,1,69,Private,5,0,Highly Urban/ Urban
923,0,55,19674,66078,4296,1,1,56,Commercial,0,0,Highly Rural/ Rural
924,0,76,104470,321963,21184,1,1,64,Private,2,0,Highly Urban/ Urban
925,0,49,80917,243670,16293,1,1,92,Commercial,2,1,Highly Urban/ Urban
926,0,79,68168,211446,14399,1,1,85,Private,2,0,Highly Urban/ Urban
927,0,76,199002,597193,40253,1,0,81,Private,2,0,Highly Urban/ Urban
928,1,46,36825,111359,8197,1,1,83,Private,2,0,Highly Urban/ Urban
929,2,40,19530,60080,4569,1,1,63,Private,2,0,Highly Urban/ Urban
930,2,59,108106,330319,22172,1,0,101,Commercial,2,0,Highly Rural/ Rural
931,0,74,89939,272313,18362,1,0,87,Private,6,0,Highly Urban/ Urban
932,0,61,79772,242061,16071,0,1,81,Commercial,4,0,Highly Urban/ Urban
933,0,62,171497,523431,34336,1,0,80,Private,1,0,Highly Urban/ Urban
934,3,47,39390,127660,8411,0,1,71,Commercial,3,0,Highly Rural/ Rural
935,0,62,130926,395456,26679,1,0,102,Private,6,0,Highly Urban/ Urban
936,0,59,45041,138973,9719,1,0,75,Private,0,0,Highly Rural/ Rural
937,0,57,173541,524537,34777,1,1,87,Commercial,2,0,Highly Rural/ Rural
938,0,70,33160,100373,7020,1,1,58,Private,2,0,Highly Urban/ Urban
939,0,79,1238,9963,1216,1,0,103,Private,5,1,Highly Urban/ Urban
940,0,62,22023,71563,5147,1,0,87,Commercial,3,1,Highly Urban/ Urban
941,0,60,67602,210038,14051,0,1,73,Commercial,0,0,Highly Urban/ Urban
942,0,45,10659,33827,2718,1,0,84,Private,3,1,Highly Urban/ Urban
943,0,58,202728,608672,40919,0,0,82,Private,2,0,Highly Urban/ Urban
944,0,47,40899,126303,8209,0,1,86,Commercial,5,1,Highly Urban/ Urban
945,0,56,113841,350468,23328,0,1,60,Private,2,0,Highly Urban/ Urban
946,2,60,76461,232771,15621,1,1,61,Private,3,0,Highly Urban/ Urban
947,0,46,5676,22871,1283,1,1,90,Private,1,1,Highly Urban/ Urban
948,0,83,57699,181315,11723,1,0,77,Private,3,0,Highly Urban/ Urban
949,0,71,66605,209213,14049,0,1,87,Commercial,2,0,Highly Urban/ Urban
950,0,66,960,3521,799,0,1,73,Commercial,7,1,Highly Urban/ Urban
951,0,64,119995,367557,24623,1,0,57,Private,4,0,Highly Urban/ Urban
952,0,90,58273,179546,11904,0,1,97,Private,1,0,Highly Urban/ Urban
953,0,61,68817,213807,13990,0,0,50,Private,4,0,Highly Urban/ Urban
954,0,63,83131,256982,17073,1,1,90,Private,2,1,Highly Urban/ Urban
955,0,25,89947,277863,18873,0,0,87,Private,6,0,Highly Urban/ Urban
956,0,54,960,9397,701,1,1,79,Commercial,4,1,Highly Urban/ Urban
957,0,58,56922,178516,12282,0,1,66,Private,1,0,Highly Rural/ Rural
958,0,43,55315,173359,11308,1,1,94,Commercial,4,0,Highly Rural/ Rural
959,0,51,44614,138226,9438,1,0,83,Commercial,0,1,Highly Urban/ Urban
960,0,46,960,4934,1019,1,1,158,Commercial,2,0,Highly Rural/ Rural
961,2,51,16798,54166,3555,1,1,78,Private,2,1,Highly Urban/ Urban
962,0,48,16849,54797,4086,1,0,91,Commercial,1,1,Highly Urban/ Urban
963,0,61,177265,541683,36247,0,1,81,Private,2,0,Highly Urban/ Urban
964,0,44,74462,226027,15001,0,1,88,Commercial,9,1,Highly Urban/ Urban
965,0,62,70243,210896,14164,1,0,95,Private,4,0,Highly Urban/ Urban
966,0,34,68736,215122,13945,1,0,64,Commercial,2,0,Highly Urban/ Urban
967,0,51,90210,274561,18866,0,1,99,Private,0,0,Highly Urban/ Urban
968,0,42,67705,206082,13706,0,1,61,Commercial,0,0,Highly Urban/ Urban
969,0,32,66202,204209,13887,1,0,96,Private,3,0,Highly Rural/ Rural
970,0,28,46614,146913,10168,0,1,77,Commercial,5,1,Highly Urban/ Urban
971,0,40,22275,76291,4752,1,0,110,Private,4,0,Highly Rural/ Rural
972,0,50,5020,16391,1105,0,1,70,Private,2,0,Highly Urban/ Urban
973,0,65,83129,252234,17202,1,1,71,Private,2,0,Highly Rural/ Rural
974,0,38,8123,34200,2580,0,1,95,Commercial,3,1,Highly Urban/ Urban
975,0,55,258188,778734,52003,1,1,85,Private,2,0,Highly Urban/ Urban
976,0,48,29111,93377,6126,0,0,90,Private,5,0,Highly Urban/ Urban
977,0,55,33100,106886,6857,1,0,93,Private,4,0,Highly Urban/ Urban
978,0,35,27380,89828,6358,1,1,115,Private,4,0,Highly Rural/ Rural
979,0,68,122648,371639,24931,1,0,108,Private,0,0,Highly Rural/ Rural
980,0,74,84131,253720,17002,1,0,72,Private,0,0,Highly Urban/ Urban
981,0,48,64067,196224,13488,1,1,67,Commercial,0,0,Highly Urban/ Urban
982,0,71,74563,226997,15278,1,1,74,Commercial,2,0,Highly Rural/ Rural
983,0,51,53752,170644,10853,1,1,74,Commercial,2,1,Highly Urban/ Urban
984,0,40,138857,425959,28507,1,0,66,Commercial,12,1,Highly Urban/ Urban
985,0,57,133240,405503,26999,1,0,78,Private,2,1,Highly Urban/ Urban
986,3,79,152999,466630,31525,1,0,99,Private,4,0,Highly Urban/ Urban
987,0,47,97103,294070,19464,1,1,85,Commercial,5,0,Highly Rural/ Rural
988,0,40,39887,127177,8694,1,1,72,Commercial,2,1,Highly Urban/ Urban
989,0,58,174786,525708,34994,1,0,64,Private,5,0,Highly Urban/ Urban
990,0,50,109019,334780,22290,0,1,74,Commercial,2,1,Highly Urban/ Urban
991,0,55,60051,182799,12026,0,0,50,Private,3,1,Highly Urban/ Urban
992,0,51,67419,206028,13787,0,1,74,Private,3,0,Highly Urban/ Urban
993,0,58,46446,144077,9849,1,1,84,Private,0,0,Highly Urban/ Urban
994,1,46,41543,126913,8652,1,0,50,Private,9,1,Highly Urban/ Urban
995,0,56,56092,169373,11954,1,1,71,Commercial,1,0,Highly Urban/ Urban
996,0,77,56712,172429,11345,0,1,86,Private,6,0,Highly Urban/ Urban
997,0,48,560,4640,580,1,1,63,Private,3,0,Highly Urban/ Urban
998,0,71,58533,179498,12431,0,1,71,Commercial,8,0,Highly Urban/ Urban
999,0,57,76174,229520,16032,1,1,80,Private,5,1,Highly Urban/ Urban
1000,0,47,56326,178753,12000,1,1,63,Commercial,4,0,Highly Urban/ Urban
1001,0,79,44516,138524,9684,1,1,85,Private,3,0,Highly Rural/ Rural
1002,0,69,40049,120471,8599,1,1,80,Private,4,0,Highly Urban/ Urban
1003,1,67,59499,186875,12834,1,0,93,Private,5,0,Highly Urban/ Urban
1004,0,47,17588,60299,4481,0,1,80,Commercial,2,0,Highly Rural/ Rural
1005,1,57,47530,148172,9879,0,0,104,Private,2,1,Highly Urban/ Urban
1006,1,62,133860,410302,27245,1,1,82,Private,2,0,Highly Urban/ Urban
1007,0,52,30224,100192,6687,0,1,64,Private,4,0,Highly Urban/ Urban
1008,0,42,54874,165483,11521,0,1,67,Commercial,2,1,Highly Urban/ Urban
1009,0,65,73097,228994,14646,0,1,123,Commercial,4,0,Highly Urban/ Urban
1010,0,68,114863,348514,23748,1,0,96,Private,6,0,Highly Rural/ Rural
1011,0,24,560,7596,417,1,1,90,Commercial,1,1,Highly Urban/ Urban
1012,0,56,60205,186411,12840,0,1,69,Private,4,0,Highly Urban/ Urban
1013,0,48,22374,71860,5243,1,0,91,Commercial,0,0,Highly Rural/ Rural
1014,0,40,61405,191404,12513,1,0,75,Private,7,0,Highly Urban/ Urban
1015,1,53,37446,116584,7961,1,0,92,Private,4,0,Highly Rural/ Rural
1016,0,46,55024,168467,11565,1,0,52,Private,5,0,Highly Urban/ Urban
1017,0,34,34581,106827,7384,1,0,97,Private,2,0,Highly Rural/ Rural
1018,0,61,117057,360924,23667,1,1,55,Commercial,2,0,Highly Urban/ Urban
1019,0,74,101668,305720,20923,1,1,81,Private,0,0,Highly Urban/ Urban
1020,0,72,43136,136697,9321,1,1,83,Commercial,2,0,Highly Rural/ Rural
1021,0,52,27087,88083,6027,1,0,87,Private,10,1,Highly Urban/ Urban
1022,0,51,35032,107411,7833,1,1,83,Commercial,0,0,Highly Urban/ Urban
1023,1,41,59923,181363,12031,1,1,109,Private,2,0,Highly Urban/ Urban
1024,0,71,109277,334599,22232,0,1,71,Commercial,4,0,Highly Urban/ Urban
1025,0,58,94963,288509,19578,0,1,78,Commercial,6,0,Highly Urban/ Urban
1026,0,56,43559,136435,9065,0,0,65,Private,0,0,Highly Urban/ Urban
1027,0,22,41605,127810,8982,1,0,79,Private,9,1,Highly Urban/ Urban
1028,0,50,54768,174027,11781,1,1,94,Private,8,1,Highly Urban/ Urban
1029,1,57,45858,144807,9974,1,1,50,Commercial,0,1,Highly Urban/ Urban
1030,0,59,106854,324865,21810,1,1,80,Commercial,5,0,Highly Rural/ Rural
1031,0,50,38635,117172,7940,0,0,92,Private,3,0,Highly Urban/ Urban
1032,0,64,46729,141570,9881,0,1,97,Private,2,0,Highly Urban/ Urban
1033,0,45,46652,146468,9939,0,1,77,Private,6,0,Highly Urban/ Urban
1034,1,61,85554,259578,17144,1,0,71,Private,4,0,Highly Urban/ Urban
1035,0,72,55832,176162,11462,1,1,64,Private,2,0,Highly Rural/ Rural
1036,0,36,71364,222134,14612,0,1,85,Private,6,0,Highly Urban/ Urban
1037,0,58,51409,162164,10751,0,1,94,Commercial,0,1,Highly Urban/ Urban
1038,1,54,71830,222838,15083,1,1,91,Private,3,0,Highly Urban/ Urban
1039,0,44,59751,184963,12644,1,1,79,Commercial,2,0,Highly Urban/ Urban
1040,0,52,41393,128258,8402,1,1,111,Commercial,2,0,Highly Rural/ Rural
1041,0,49,98361,295554,20412,0,0,62,Private,3,0,Highly Urban/ Urban
1042,0,56,70257,212328,14578,1,1,64,Private,3,0,Highly Rural/ Rural
1043,0,38,64625,194499,12966,1,0,50,Commercial,7,0,Highly Urban/ Urban
1044,0,60,33661,101216,7141,1,0,84,Private,0,0,Highly Urban/ Urban
1045,0,51,4503,15149,1630,0,0,135,Private,8,0,Highly Rural/ Rural
1046,0,54,8640,28330,2572,1,1,94,Private,5,1,Highly Urban/ Urban
1047,0,48,1360,12259,689,0,0,58,Commercial,0,0,Highly Urban/ Urban
1048,0,58,133611,406709,27569,1,0,56,Commercial,2,0,Highly Urban/ Urban
1049,0,71,44610,139008,9130,1,0,77,Private,0,0,Highly Urban/ Urban
1050,0,52,24446,78072,5341,0,0,50,Private,0,0,Highly Rural/ Rural
1051,0,56,70998,218177,15086,0,1,90,Private,0,1,Highly Urban/ Urban
1052,2,69,24230,79318,5322,0,1,81,Private,4,0,Highly Rural/ Rural
1053,0,30,201888,609993,41172,1,1,70,Private,2,0,Highly Urban/ Urban
1054,0,60,110184,333422,22446,0,1,74,Commercial,8,0,Highly Urban/ Urban
1055,0,43,35488,113428,7996,0,0,72,Private,2,1,Highly Urban/ Urban
1056,0,43,12175,40264,3092,0,1,77,Commercial,14,1,Highly Urban/ Urban
1057,0,52,44768,141906,9433,1,1,100,Private,6,0,Highly Rural/ Rural
1058,0,46,21812,70586,4474,1,0,50,Private,5,1,Highly Urban/ Urban
1059,0,44,70802,215223,14631,0,1,70,Commercial,8,0,Highly Urban/ Urban
1060,0,76,560,1817,607,1,1,81,Private,5,0,Highly Urban/ Urban
1061,0,39,52942,168616,10994,0,0,70,Private,3,0,Highly Rural/ Rural
1062,0,54,30859,97250,6514,0,0,68,Private,3,0,Highly Urban/ Urban
1063,0,57,48566,152550,10378,0,0,64,Private,4,0,Highly Urban/ Urban
1064,0,21,96151,294505,19696,1,0,75,Commercial,3,0,Highly Urban/ Urban
1065,0,61,50222,153493,10485,1,0,76,Private,0,0,Highly Urban/ Urban
1066,0,52,25806,85451,5256,1,1,101,Private,6,0,Highly Urban/ Urban
1067,0,47,135673,413425,27149,0,1,85,Private,4,0,Highly Urban/ Urban
1068,1,58,38705,116354,8549,1,1,74,Commercial,3,0,Highly Urban/ Urban
1069,0,65,92707,282949,19142,1,1,82,Private,2,1,Highly Urban/ Urban
1070,0,58,15920,57708,3303,1,0,57,Private,2,0,Highly Urban/ Urban
1071,0,32,43357,139089,9315,0,0,76,Commercial,1,1,Highly Urban/ Urban
1072,0,37,14584,45899,3677,1,0,71,Private,2,1,Highly Urban/ Urban
1073,0,27,48956,150174,10080,0,1,50,Commercial,3,1,Highly Urban/ Urban
1074,0,54,160965,488625,32268,0,1,53,Commercial,7,0,Highly Urban/ Urban
1075,0,58,21447,65332,4933,1,1,60,Private,4,0,Highly Urban/ Urban
1076,0,60,91993,278030,19215,0,1,72,Private,3,0,Highly Urban/ Urban
1077,0,47,46793,141752,10226,0,0,67,Private,2,0,Highly Urban/ Urban
1078,0,54,34176,107145,7779,0,1,97,Commercial,0,0,Highly Urban/ Urban
1079,0,54,96126,289216,19878,0,1,102,Commercial,6,1,Highly Urban/ Urban
1080,0,69,171509,522653,34419,1,1,75,Private,0,0,Highly Urban/ Urban
1081,0,59,41315,125057,8870,0,1,55,Commercial,2,1,Highly Rural/ Rural
1082,0,49,960,9648,991,1,0,76,Private,1,0,Highly Urban/ Urban
1083,0,51,68978,216885,14565,1,1,65,Private,1,0,Highly Urban/ Urban
1084,0,53,29870,93786,6556,1,1,50,Commercial,3,1,Highly Urban/ Urban
1085,0,50,60653,184109,13086,1,0,95,Commercial,3,0,Highly Urban/ Urban
1086,0,41,80963,243678,16925,0,1,80,Private,7,0,Highly Urban/ Urban
1087,0,53,52098,163606,10730,1,0,80,Private,2,0,Highly Rural/ Rural
1088,0,54,69058,214852,14438,1,1,77,Private,0,0,Highly Urban/ Urban
1089,0,59,69149,214208,14623,0,1,71,Private,4,0,Highly Urban/ Urban
1090,0,61,27766,90617,5940,1,1,67,Private,8,0,Highly Urban/ Urban
1091,0,74,32752,101701,7356,1,1,83,Private,9,0,Highly Urban/ Urban
1092,0,55,106650,322189,21568,1,1,82,Commercial,0,0,Highly Urban/ Urban
1093,0,49,39023,126463,8089,1,1,100,Commercial,0,0,Highly Rural/ Rural
1094,0,86,40723,130226,8845,1,0,58,Commercial,3,0,Highly Rural/ Rural
1095,0,60,106072,318484,21651,1,1,77,Commercial,1,0,Highly Urban/ Urban
1096,1,43,960,12342,820,1,1,65,Commercial,3,1,Highly Urban/ Urban
1097,0,48,61719,186682,12902,0,0,81,Private,0,0,Highly Rural/ Rural
1098,0,57,45534,142968,9333,0,1,84,Private,2,0,Highly Urban/ Urban
1099,0,51,58644,180546,11963,0,0,67,Private,0,1,Highly Urban/ Urban
1100,1,50,59153,183519,12823,1,1,69,Private,1,0,Highly Rural/ Rural
1101,0,68,960,11348,509,0,0,78,Private,5,1,Highly Urban/ Urban
1102,0,64,67183,209600,13778,1,1,77,Commercial,2,0,Highly Rural/ Rural
1103,0,39,7358,28418,2027,1,0,84,Private,4,1,Highly Urban/ Urban
1104,0,86,72069,222740,15356,1,1,82,Private,5,0,Highly Urban/ Urban
1105,0,45,29737,93639,6607,1,1,82,Commercial,7,1,Highly Urban/ Urban
1106,0,68,73297,226345,15199,1,1,73,Commercial,2,0,Highly Urban/ Urban
1107,0,42,28182,85682,5855,1,1,78,Private,3,0,Highly Urban/ Urban
1108,0,28,53945,171103,11380,0,1,71,Private,4,0,Highly Urban/ Urban
1109,2,77,9119,34568,2622,0,0,90,Private,3,0,Highly Rural/ Rural
1110,0,50,22927,69054,5082,1,1,87,Commercial,7,0,Highly Urban/ Urban
1111,0,62,106183,318608,22000,0,1,92,Private,0,0,Highly Urban/ Urban
1112,0,65,99253,303159,19960,1,0,59,Private,4,0,Highly Urban/ Urban
1113,0,48,63112,193882,13241,1,0,79,Private,6,0,Highly Urban/ Urban
1114,0,66,34309,109683,7426,1,1,77,Commercial,6,0,Highly Urban/ Urban
1115,0,71,53953,165028,10836,1,0,97,Commercial,2,0,Highly Urban/ Urban
1116,0,66,79243,247666,15987,1,1,61,Private,0,0,Highly Urban/ Urban
1117,1,42,62578,190833,12946,1,0,70,Private,6,1,Highly Urban/ Urban
1118,0,44,94299,284809,19496,1,1,91,Commercial,8,0,Highly Urban/ Urban
1119,1,49,89452,268477,18312,0,0,53,Private,2,0,Highly Urban/ Urban
1120,0,66,4959,21138,1977,0,1,113,Private,0,0,Highly Rural/ Rural
1121,0,50,46367,148362,9460,1,1,52,Commercial,1,0,Highly Urban/ Urban
1122,0,48,21510,68235,4923,0,0,83,Private,0,1,Highly Urban/ Urban
1123,0,38,73469,223147,15623,0,1,83,Private,4,0,Highly Rural/ Rural
1124,0,33,29721,96438,6531,1,1,66,Commercial,2,1,Highly Urban/ Urban
1125,0,58,32533,98217,7365,1,1,108,Private,2,0,Highly Urban/ Urban
1126,0,35,35328,111599,8010,1,0,93,Private,6,1,Highly Urban/ Urban
1127,0,60,76071,231589,15577,1,0,83,Private,2,0,Highly Urban/ Urban
1128,0,76,189738,572194,38633,0,1,74,Private,0,0,Highly Urban/ Urban
1129,0,61,38594,117061,7875,0,1,64,Private,3,0,Highly Urban/ Urban
1130,0,41,60193,188029,12185,1,1,101,Private,5,0,Highly Urban/ Urban
1131,1,52,99731,307182,20372,1,1,95,Commercial,1,0,Highly Rural/ Rural
1132,1,56,24181,77019,5258,1,1,81,Commercial,4,0,Highly Rural/ Rural
1133,0,60,34016,110548,7589,0,1,96,Private,2,1,Highly Urban/ Urban
1134,0,47,37292,120817,7717,0,1,87,Commercial,8,1,Highly Urban/ Urban
1135,2,55,960,3426,1159,1,1,61,Private,2,0,Highly Urban/ Urban
1136,0,73,38587,121003,8545,0,1,85,Commercial,7,1,Highly Urban/ Urban
1137,0,60,29656,98231,6048,0,1,94,Commercial,2,0,Highly Urban/ Urban
1138,0,59,87058,261454,17428,1,0,94,Commercial,4,0,Highly Urban/ Urban
1139,0,43,24298,79239,5788,1,0,69,Private,0,1,Highly Urban/ Urban
1140,0,38,26607,88054,5963,1,1,81,Private,4,1,Highly Urban/ Urban
1141,0,53,126135,385968,25348,1,0,66,Private,3,0,Highly Urban/ Urban
1142,0,55,17609,55914,3837,1,0,54,Private,5,0,Highly Urban/ Urban
1143,0,58,65523,201896,13748,1,1,69,Commercial,2,1,Highly Urban/ Urban
1144,0,97,46836,149462,9828,1,0,75,Private,9,0,Highly Urban/ Urban
1145,1,48,960,7877,1062,0,0,105,Private,0,1,Highly Urban/ Urban
1146,0,50,74669,228941,15685,1,1,66,Commercial,2,0,Highly Urban/ Urban
1147,0,50,9368,29182,2626,0,1,90,Private,7,1,Highly Urban/ Urban
1148,0,44,168087,507424,33748,1,1,70,Private,1,0,Highly Urban/ Urban
1149,0,55,90491,278827,18633,0,0,71,Commercial,8,0,Highly Urban/ Urban
1150,0,64,66416,207087,13777,0,1,80,Private,0,1,Highly Urban/ Urban
1151,0,57,11587,37443,2615,1,1,62,Commercial,0,0,Highly Rural/ Rural
1152,0,44,175764,529702,35604,0,1,104,Commercial,11,0,Highly Urban/ Urban
1153,1,41,27764,88925,5590,1,1,111,Private,3,0,Highly Rural/ Rural
1154,0,53,83358,260022,17153,0,1,89,Private,2,0,Highly Urban/ Urban
1155,0,47,115495,348419,23558,1,0,101,Private,4,0,Highly Urban/ Urban
1156,1,59,75606,227477,15789,1,0,85,Commercial,2,1,Highly Urban/ Urban
1157,0,63,68100,210761,14225,1,0,117,Commercial,2,0,Highly Rural/ Rural
1158,0,59,24423,74054,5631,1,1,89,Private,4,0,Highly Urban/ Urban
1159,0,65,30882,93884,6822,0,1,85,Private,3,0,Highly Urban/ Urban
1160,0,35,114155,350218,22878,0,0,102,Private,4,1,Highly Urban/ Urban
1161,0,53,76776,236486,16094,0,0,101,Commercial,3,0,Highly Urban/ Urban
1162,0,47,160760,484483,32241,1,1,83,Private,1,0,Highly Rural/ Rural
1163,0,42,89193,271216,18216,1,1,72,Private,4,0,Highly Urban/ Urban
1164,0,59,26966,83611,5521,0,1,87,Commercial,2,1,Highly Urban/ Urban
1165,0,51,118569,360697,23716,1,1,50,Private,0,0,Highly Urban/ Urban
1166,0,51,184628,560113,37655,0,1,76,Private,4,0,Highly Urban/ Urban
1167,0,39,141429,432227,29029,1,0,53,Private,0,0,Highly Urban/ Urban
1168,0,88,121321,364205,25155,1,1,70,Commercial,2,0,Highly Urban/ Urban
1169,0,80,113540,347601,23525,0,1,59,Commercial,3,0,Highly Urban/ Urban
1170,0,64,39680,120060,8869,1,1,74,Commercial,2,0,Highly Urban/ Urban
1171,0,47,72620,222188,15241,1,0,67,Private,2,0,Highly Urban/ Urban
1172,0,76,126185,386497,25508,1,0,60,Private,6,0,Highly Urban/ Urban
1173,0,43,43757,133390,9236,0,1,81,Private,0,0,Highly Urban/ Urban
1174,0,76,52987,160918,11511,1,1,76,Commercial,0,0,Highly Rural/ Rural
1175,0,58,36574,109840,7376,1,1,80,Private,2,0,Highly Rural/ Rural
1176,0,53,89512,269556,18324,0,1,61,Private,1,0,Highly Urban/ Urban
1177,1,23,5107,15707,1195,1,0,83,Commercial,3,0,Highly Rural/ Rural
1178,0,44,960,4398,826,0,1,109,Private,0,0,Highly Rural/ Rural
1179,0,74,182478,556300,36553,1,0,87,Private,0,0,Highly Urban/ Urban
1180,0,60,76416,231758,15391,0,1,89,Commercial,0,0,Highly Rural/ Rural
1181,0,58,57348,177886,11573,1,1,80,Private,0,0,Highly Urban/ Urban
1182,0,64,28468,85615,5932,1,1,77,Private,5,0,Highly Urban/ Urban
1183,0,77,37887,115193,7726,0,1,74,Commercial,2,0,Highly Rural/ Rural
1184,0,43,1360,9513,974,0,0,73,Private,5,0,Highly Rural/ Rural
1185,0,59,31552,101965,6495,1,0,71,Commercial,2,0,Highly Urban/ Urban
1186,0,61,23836,78039,5418,1,0,63,Commercial,3,0,Highly Rural/ Rural
1187,0,54,26697,83202,6182,1,0,76,Commercial,6,0,Highly Rural/ Rural
1188,0,32,560,3231,792,1,1,70,Private,4,0,Highly Urban/ Urban
1189,0,52,34351,104988,7712,1,1,108,Private,7,1,Highly Urban/ Urban
1190,0,44,62353,190302,12523,1,0,71,Private,0,0,Highly Urban/ Urban
1191,0,84,63854,200676,13721,1,1,83,Private,9,0,Highly Urban/ Urban
1192,0,59,64359,195319,13448,0,1,88,Private,3,1,Highly Urban/ Urban
1193,0,71,16549,55492,3696,1,1,67,Private,2,0,Highly Urban/ Urban
1194,0,57,78064,235275,16323,0,0,78,Private,4,1,Highly Urban/ Urban
1195,0,40,100606,305270,20359,1,0,83,Commercial,5,0,Highly Rural/ Rural
1196,1,38,131411,403344,26359,1,0,68,Commercial,4,0,Highly Urban/ Urban
1197,0,44,15867,56697,4012,1,1,98,Private,4,0,Highly Rural/ Rural
1198,0,62,52565,158167,10905,0,1,86,Private,7,1,Highly Urban/ Urban
1199,0,72,56829,178617,12092,0,1,55,Private,0,0,Highly Urban/ Urban
1200,0,28,88677,275829,17782,0,0,100,Commercial,0,0,Highly Urban/ Urban
1201,0,59,31653,101705,7161,1,0,54,Private,4,1,Highly Urban/ Urban
1202,0,58,65109,196924,13522,0,1,96,Private,3,0,Highly Urban/ Urban
1203,0,77,67322,206042,14024,1,0,57,Private,0,0,Highly Urban/ Urban
1204,0,74,64929,201959,13924,0,0,87,Commercial,13,1,Highly Urban/ Urban
1205,0,58,99306,298747,20200,1,1,61,Private,3,0,Highly Urban/ Urban
1206,0,67,103255,316938,20763,0,1,63,Private,0,0,Highly Urban/ Urban
1207,0,62,40605,129575,8149,1,0,93,Private,0,1,Highly Urban/ Urban
1208,0,59,79764,240718,16933,1,0,99,Commercial,2,0,Highly Urban/ Urban
1209,0,64,58735,181855,12563,1,0,80,Private,0,0,Highly Urban/ Urban
1210,0,76,118702,361761,23977,1,1,68,Private,2,0,Highly Urban/ Urban
1211,0,38,960,11220,640,1,0,74,Private,0,0,Highly Urban/ Urban
1212,0,52,104762,316823,21544,1,0,75,Private,2,0,Highly Urban/ Urban
1213,0,69,68455,210607,14280,0,1,101,Commercial,0,0,Highly Rural/ Rural
1214,0,52,41719,125390,9084,1,1,73,Commercial,0,0,Highly Rural/ Rural
1215,0,76,49026,151248,9860,1,0,86,Commercial,2,0,Highly Rural/ Rural
1216,1,60,152585,462184,31306,1,0,91,Private,3,1,Highly Urban/ Urban
1217,0,57,3240,12708,1489,0,0,98,Private,2,0,Highly Rural/ Rural
1218,0,69,138564,423076,28035,0,0,55,Private,0,0,Highly Urban/ Urban
1219,0,54,39199,127146,7890,1,0,143,Private,4,0,Highly Rural/ Rural
1220,2,56,69994,213416,14940,1,1,94,Private,2,1,Highly Urban/ Urban
1221,0,67,18764,60141,3763,1,1,65,Commercial,2,0,Highly Rural/ Rural
1222,0,51,76469,232940,15417,0,1,71,Private,0,0,Highly Urban/ Urban
